fold,split_json,checkpoint,sample_csv,capacity_csv,rmse_sample,mae_sample,mape_sample,rmse_capacity,mae_capacity,mape_capacity,n_capacities
0,splits/rc_nested_fold0.json,models/cnn_2026-03-23_14-14-48_best.pth,models/cnn_2026-03-23_14-14-48_best_test_predictions_per_sample.csv,models/cnn_2026-03-23_14-14-48_best_test_predictions_per_capacity_mean.csv,6.368234486777144e-08,4.137234556631082e-08,1.8015513065492101,3.581192075283443e-08,3.016825025198963e-08,1.304480113453455,10
1,splits/rc_nested_fold1.json,models/cnn_2026-03-23_14-15-39_best.pth,models/cnn_2026-03-23_14-15-39_best_test_predictions_per_sample.csv,models/cnn_2026-03-23_14-15-39_best_test_predictions_per_capacity_mean.csv,3.0923605546468305e-08,2.4572401137932488e-08,1.4202527912943967,1.8273072787457177e-08,1.4664012918123898e-08,0.8573389251983162,10
2,splits/rc_nested_fold2.json,models/cnn_2026-03-23_14-16-28_best.pth,models/cnn_2026-03-23_14-16-28_best_test_predictions_per_sample.csv,models/cnn_2026-03-23_14-16-28_best_test_predictions_per_capacity_mean.csv,2.2515269647889142e-08,1.6288942882964094e-08,0.9105872086625386,1.3783862369698217e-08,9.475425136216406e-09,0.4824109301831141,10
3,splits/rc_nested_fold3.json,models/cnn_2026-03-23_14-17-20_best.pth,models/cnn_2026-03-23_14-17-20_best_test_predictions_per_sample.csv,models/cnn_2026-03-23_14-17-20_best_test_predictions_per_capacity_mean.csv,3.098091653742754e-08,2.334367133961336e-08,1.5567497718961802,1.979763683005137e-08,1.5916470148070067e-08,1.109622111083102,10
4,splits/rc_nested_fold4.json,models/cnn_2026-03-23_14-18-09_best.pth,models/cnn_2026-03-23_14-18-09_best_test_predictions_per_sample.csv,models/cnn_2026-03-23_14-18-09_best_test_predictions_per_capacity_mean.csv,4.396072273789714e-08,2.758518775422238e-08,1.9823155327474942,3.008640287352973e-08,2.0632715387547354e-08,1.4885649691364624,10
