metric,mean,std,min,max
rmse_sample,3.841257186749071e-08,1.6073127736459088e-08,2.2515269647889142e-08,6.368234486777144e-08
mae_sample,2.663250973620863e-08,9.222529972674535e-09,1.6288942882964094e-08,4.137234556631082e-08
mape_sample,1.534291322229964,0.41069136288959746,0.9105872086625386,1.9823155327474942
rmse_capacity,2.3550579122714184e-08,9.088218964360154e-09,1.3783862369698217e-08,3.581192075283443e-08
mae_capacity,1.817137476838947e-08,7.794051273459298e-09,9.475425136216406e-09,3.016825025198963e-08
mape_capacity,1.0484834098108897,0.39367445247224403,0.4824109301831141,1.4885649691364624
