TIME,Addition_2.s_out.signal[1],SensorVoltage_1.v
0.0,0.0,0.0
0.025,0.782172325,0.278311172
0.05,1.54508497,0.659186009
0.075,2.2699525,1.02772993
0.1,2.93892626,1.37110769
0.125,3.53553391,1.68073083
0.15,4.04508497,1.94896904
0.175,4.45503262,2.16921499
0.2,4.75528258,2.33604713
0.225,4.9384417,2.4453606
0.25,5.0,2.49446097
0.275,4.9384417,2.48213683
0.3,4.75528258,2.40869763
0.325,4.45503262,2.27594868
0.35,4.04508497,2.08715835
0.375,3.53553391,1.84697212
0.4,2.93892626,1.56130851
0.425,2.2699525,1.23720038
0.45,1.54508497,0.882626466
0.475,0.782172325,0.506321676
0.5,-3.82858892e-15,0.117548568
0.525,-0.782172325,-0.274118239
0.55,-1.54508497,-0.659035695
0.575,-2.2699525,-1.02772519
0.6,-2.93892626,-1.37110832
0.625,-3.53553391,-1.68073068
0.65,-4.04508497,-1.94896775
0.675,-4.45503262,-2.16921478
0.7,-4.75528258,-2.33604843
0.725,-4.9384417,-2.44536115
0.75,-5.0,-2.49446067
0.775,-4.9384417,-2.48213837
0.8,-4.75528258,-2.40869755
0.825,-4.45503262,-2.27594664
0.85,-4.04508497,-2.0871544
0.875,-3.53553391,-1.84696906
0.9,-2.93892626,-1.56130546
0.925,-2.2699525,-1.23719759
0.95,-1.54508497,-0.882626515
0.975,-0.782172325,-0.506321066
1.0,1.20980699e-14,-0.117548796
1.025,0.782172325,0.274118197
1.05,1.54508497,0.659035606
1.075,2.2699525,1.02772494
1.1,2.93892626,1.3711083
1.125,3.53553391,1.68073086
1.15,4.04508497,1.94896803
1.175,4.45503262,2.16921478
1.2,4.75528258,2.33604849
1.225,4.9384417,2.44536107
1.25,5.0,2.49446044
1.275,4.9384417,2.4821383
1.3,4.75528258,2.40869758
1.325,4.45503262,2.27594653
1.35,4.04508497,2.08715429
1.375,3.53553391,1.84696943
1.4,2.93892626,1.561306
1.425,2.2699525,1.23719798
1.45,1.54508497,0.882626158
1.475,0.782172325,0.506321099
1.5,4.62458305e-14,0.117548657
1.525,-0.782172325,-0.274118127
1.55,-1.54508497,-0.659035285
1.575,-2.2699525,-1.02772478
1.6,-2.93892626,-1.37110829
1.625,-3.53553391,-1.68073059
1.65,-4.04508497,-1.94896779
1.675,-4.45503262,-2.16921465
1.7,-4.75528258,-2.33604854
1.725,-4.9384417,-2.44536127
1.75,-5.0,-2.49446067
1.775,-4.9384417,-2.48213833
1.8,-4.75528258,-2.40869758
1.825,-4.45503262,-2.27594667
1.85,-4.04508497,-2.08715449
1.875,-3.53553391,-1.84696943
1.9,-2.93892626,-1.56130597
1.925,-2.2699525,-1.23719792
1.95,-1.54508497,-0.882626577
1.975,-0.782172325,-0.506321818
2.0,-1.00148839e-13,-0.117549007
2.025,0.782172325,0.274118193
2.05,1.54508497,0.659035547
2.075,2.2699525,1.02772522
2.1,2.93892626,1.37110886
2.125,3.53553391,1.68073153
2.15,4.04508497,1.9489695
2.175,4.45503262,2.16921669
2.2,4.75528258,2.33604955
2.225,4.9384417,2.44536195
2.25,5.0,2.4944605
2.275,4.9384417,2.48213843
2.3,4.75528258,2.40869749
2.325,4.45503262,2.27594661
2.35,4.04508497,2.08715447
2.375,3.53553391,1.84696883
2.4,2.93892626,1.56130527
2.425,2.2699525,1.23719793
2.45,1.54508497,0.882626121
2.475,0.782172325,0.506320855
2.5,1.54051847e-13,0.117548494
2.525,-0.782172325,-0.274118207
2.55,-1.54508497,-0.659035432
2.575,-2.2699525,-1.02772498
2.6,-2.93892626,-1.37110845
2.625,-3.53553391,-1.68073088
2.65,-4.04508497,-1.94896803
2.675,-4.45503262,-2.16921594
2.7,-4.75528258,-2.33604864
2.725,-4.9384417,-2.44536057
2.75,-5.0,-2.49446064
2.775,-4.9384417,-2.48213904
2.8,-4.75528258,-2.40869753
2.825,-4.45503262,-2.2759467
2.85,-4.04508497,-2.08715434
2.875,-3.53553391,-1.84696953
2.9,-2.93892626,-1.56130591
2.925,-2.2699525,-1.23719871
2.95,-1.54508497,-0.882626846
2.975,-0.782172325,-0.506321161
3.0,-2.1683664e-13,-0.117548819
3.025,0.782172325,0.274118196
3.05,1.54508497,0.659035561
3.075,2.2699525,1.02772517
3.1,2.93892626,1.37110841
3.125,3.53553391,1.6807307
3.15,4.04508497,1.94896783
3.175,4.45503262,2.16921468
3.2,4.75528258,2.33604733
3.225,4.9384417,2.44536042
3.25,5.0,2.494461
3.275,4.9384417,2.48213897
3.3,4.75528258,2.40869771
3.325,4.45503262,2.27594591
3.35,4.04508497,2.08715449
3.375,3.53553391,1.8469694
3.4,2.93892626,1.56130601
3.425,2.2699525,1.23719803
3.45,1.54508497,0.882625323
3.475,0.782172325,0.506321
3.5,2.70739648e-13,0.117548882
3.525,-0.782172325,-0.274118286
3.55,-1.54508497,-0.65903557
3.575,-2.2699525,-1.02772539
3.6,-2.93892626,-1.37110812
3.625,-3.53553391,-1.68073129
3.65,-4.04508497,-1.94896856
3.675,-4.45503262,-2.16921606
3.7,-4.75528258,-2.3360491
3.725,-4.9384417,-2.44536097
3.75,-5.0,-2.49446068
3.775,-4.9384417,-2.4821383
3.8,-4.75528258,-2.40869755
3.825,-4.45503262,-2.27594674
3.85,-4.04508497,-2.08715437
3.875,-3.53553391,-1.84696951
3.9,-2.93892626,-1.56130569
3.925,-2.2699525,-1.23719742
3.95,-1.54508497,-0.88262605
3.975,-0.782172325,-0.506320981
4.0,-3.24642657e-13,-0.117548601
4.025,0.782172325,0.274118146
4.05,1.54508497,0.659035297
4.075,2.2699525,1.02772485
4.1,2.93892626,1.37110825
4.125,3.53553391,1.6807305
4.15,4.04508497,1.94896766
4.175,4.45503262,2.16921514
4.2,4.75528258,2.33604873
4.225,4.9384417,2.44536105
4.25,5.0,2.4944605
4.275,4.9384417,2.48213822
4.3,4.75528258,2.40869765
4.325,4.45503262,2.27594663
4.35,4.04508497,2.08715508
4.375,3.53553391,1.84697036
4.4,2.93892626,1.56130708
4.425,2.2699525,1.23719896
4.45,1.54508497,0.882625929
4.475,0.782172325,0.506321033
4.5,1.12092139e-13,0.117548605
4.525,-0.782172325,-0.274118201
4.55,-1.54508497,-0.659035243
4.575,-2.2699525,-1.0277248
4.6,-2.93892626,-1.37110857
4.625,-3.53553391,-1.68073072
4.65,-4.04508497,-1.94896889
4.675,-4.45503262,-2.16921642
4.7,-4.75528258,-2.33604895
4.725,-4.9384417,-2.44536123
4.75,-5.0,-2.49446068
4.775,-4.9384417,-2.48213879
4.8,-4.75528258,-2.40869776
4.825,-4.45503262,-2.27594735
4.85,-4.04508497,-2.08715492
4.875,-3.53553391,-1.8469694
4.9,-2.93892626,-1.56130756
4.925,-2.2699525,-1.23719856
4.95,-1.54508497,-0.882627043
4.975,-0.782172325,-0.50632164
5.0,1.00458379e-13,-0.1175488
5.025,0.782172325,0.274118204
5.05,1.54508497,0.659035296
5.075,2.2699525,1.02772476
5.1,2.93892626,1.37110853
5.125,3.53553391,1.68073046
5.15,4.04508497,1.94896765
5.175,4.45503262,2.16921475
5.2,4.75528258,2.33604838
5.225,4.9384417,2.44536094
5.25,5.0,2.49446069
5.275,4.9384417,2.48213849
5.3,4.75528258,2.40869739
5.325,4.45503262,2.27594783
5.35,4.04508497,2.08715502
5.375,3.53553391,1.84697044
5.4,2.93892626,1.56130609
5.425,2.2699525,1.23719838
5.45,1.54508497,0.882626838
5.475,0.782172325,0.506321541
5.5,-3.30772465e-13,0.117548995
5.525,-0.782172325,-0.274118153
5.55,-1.54508497,-0.659035936
5.575,-2.2699525,-1.02772522
5.6,-2.93892626,-1.37110886
5.625,-3.53553391,-1.68073066
5.65,-4.04508497,-1.94896772
5.675,-4.45503262,-2.16921524
5.7,-4.75528258,-2.33604884
5.725,-4.9384417,-2.44536127
5.75,-5.0,-2.4944606
5.775,-4.9384417,-2.48213784
5.8,-4.75528258,-2.40869782
5.825,-4.45503262,-2.27594555
5.85,-4.04508497,-2.08715432
5.875,-3.53553391,-1.84697054
5.9,-2.93892626,-1.56130668
5.925,-2.2699525,-1.23719898
5.95,-1.54508497,-0.88262706
5.975,-0.782172325,-0.506321476
6.0,5.6108655e-13,-0.117548997
6.025,0.782172325,0.274118183
6.05,1.54508497,0.659035463
6.075,2.2699525,1.02772566
6.1,2.93892626,1.37110882
6.125,3.53553391,1.68073077
6.15,4.04508497,1.94896782
6.175,4.45503262,2.16921486
6.2,4.75528258,2.33604892
6.225,4.9384417,2.44536121
6.25,5.0,2.49446058
6.275,4.9384417,2.48213843
6.3,4.75528258,2.40869717
6.325,4.45503262,2.27594637
6.35,4.04508497,2.08715436
6.375,3.53553391,1.84696944
6.4,2.93892626,1.56130598
6.425,2.2699525,1.23719801
6.45,1.54508497,0.882626107
6.475,0.782172325,0.506321047
6.5,-7.558735e-13,0.117548709
6.525,-0.782172325,-0.274117986
6.55,-1.54508497,-0.659035784
6.575,-2.2699525,-1.0277252
6.6,-2.93892626,-1.37110885
6.625,-3.53553391,-1.68073144
6.65,-4.04508497,-1.94896926
6.675,-4.45503262,-2.16921499
