TIME,Addition_2.s_out.signal[1],SensorVoltage_1.v
0.0,0.0,0.0
0.000664021946,0.782172325,0.016847077
0.00132804389,1.54508497,0.0650569273
0.00199206584,2.2699525,0.140749944
0.00265608778,2.93892626,0.239597929
0.00332010973,3.53553391,0.356911345
0.00398413167,4.04508497,0.487737323
0.00464815362,4.45503262,0.626965062
0.00531217557,4.75528258,0.769436085
0.00597619751,4.9384417,0.910059978
0.00664021946,5.0,1.04392472
0.0073042414,4.9384417,1.16641037
0.00796826335,4.75528258,1.2732855
0.00863228529,4.45503262,1.36080644
0.00929630724,4.04508497,1.4258025
0.00996032919,3.53553391,1.46574215
0.0106243511,2.93892626,1.47879133
0.0112883731,2.2699525,1.46384866
0.011952395,1.54508497,1.42056867
0.012616417,0.782172325,1.34936559
0.0132804389,2.8327492300000003e-15,1.2513916
0.0139444609,-0.782172325,1.12851531
0.0146084828,-1.54508497,0.983261455
0.0152725048,-2.2699525,0.818745315
0.0159365267,-2.93892626,0.638599383
0.0166005486,-3.53553391,0.446875468
0.0172645706,-4.04508497,0.24794229
0.0179285925,-4.45503262,0.0463794082
0.0185926145,-4.75528258,-0.15314424
0.0192566364,-4.9384417,-0.345987229
0.0199206584,-5.0,-0.527648574
0.0205846803,-4.9384417,-0.693876874
0.0212487023,-4.75528258,-0.840788892
0.0219127242,-4.45503262,-0.964955931
0.0225767462,-4.04508497,-1.06349213
0.0232407681,-3.53553391,-1.13413054
0.02390479,-2.93892626,-1.17527754
0.024568812,-2.2699525,-1.18605168
0.0252328339,-1.54508497,-1.16630944
0.0258968559,-0.782172325,-1.11664815
0.0265608778,-1.45472826e-14,-1.03839232
0.0272248998,0.782172325,-0.933562104
0.0278889217,1.54508497,-0.804823979
0.0285529437,2.2699525,-0.655425578
0.0292169656,2.93892626,-0.489117525
0.0298809876,3.53553391,-0.310059997
0.0305450095,4.04508497,-0.122721375
0.0312090314,4.45503262,0.0682294572
0.0318730534,4.75528258,0.258040991
0.0325370753,4.9384417,0.441995316
0.0332010973,5.0,0.615518915
0.0338651192,4.9384417,0.774302495
0.0345291412,4.75528258,0.914400104
0.0351931631,4.45503262,1.03233061
0.0358571851,4.04508497,1.12515876
0.036521207,3.53553391,1.19057477
0.037185229,2.93892626,1.22694323
0.0378492509,2.2699525,1.23334021
0.0385132729,1.54508497,1.20959312
0.0391772948,0.782172325,1.15626647
0.0398413167,-2.48084431e-14,1.07465603
0.0405053387,-0.782172325,0.966754612
0.0411693606,-1.54508497,0.835203534
0.0418333826,-2.2699525,0.683233292
0.0424974045,-2.93892626,0.514569753
0.0431614265,-3.53553391,0.33335531
0.0438254484,-4.04508497,0.144042835
0.0444894704,-4.45503262,-0.0487156454
0.0451534923,-4.75528258,-0.240181392
0.0458175143,-4.9384417,-0.425648202
0.0464815362,-5.0,-0.600557382
0.0471455581,-4.9384417,-0.760609161
0.0478095801,-4.75528258,-0.901868893
0.048473602,-4.45503262,-1.02085933
0.049137624,-4.04508497,-1.11465874
0.0498016459,-3.53553391,-1.18096187
0.0504656679,-2.93892626,-1.21814044
0.0511296898,-2.2699525,-1.22528564
0.0517937118,-1.54508497,-1.20222057
0.0524577337,-0.782172325,-1.14951785
0.0531217557,9.52504135e-14,-1.06847828
0.0537857776,0.782172325,-0.961099219
0.0544497996,1.54508497,-0.830026708
0.0551138215,2.2699525,-0.678495287
0.0557778434,2.93892626,-0.510234466
0.0564418654,3.53553391,-0.32938834
0.0571058873,4.04508497,-0.140413613
0.0577699093,4.45503262,0.0520371965
0.0584339312,4.75528258,0.24322182
0.0590979532,4.9384417,0.428431805
0.0597619751,5.0,0.603105093
0.0604259971,4.9384417,0.76294197
0.061090019,4.75528258,0.904006565
0.061754041,4.45503262,1.02281645
0.0624180629,4.04508497,1.11645234
0.0630820848,3.53553391,1.18260414
0.0637461068,2.93892626,1.21964352
0.0644101287,2.2699525,1.2266581
0.0650741507,1.54508497,1.20347529
0.0657381726,0.782172325,1.15066498
0.0664021946,-1.65692384e-13,1.06952686
0.0670662165,-0.782172325,0.962059708
0.0677302385,-1.54508497,0.830909998
0.0683942604,-2.2699525,0.67930277
0.0690582824,-2.93892626,0.510972868
0.0697223043,-3.53553391,0.33006419
0.0703863262,-4.04508497,0.141031122
0.0710503482,-4.45503262,-0.0514717101
0.0717143701,-4.75528258,-0.242704268
0.0723783921,-4.9384417,-0.427958749
0.073042414,-5.0,-0.602672193
0.073706436,-4.9384417,-0.762543589
0.0743704579,-4.75528258,-0.903636632
0.0750344799,-4.45503262,-1.02247734
0.0756985018,-4.04508497,-1.1161403
0.0763625238,-3.53553391,-1.1823187
0.0770265457,-2.93892626,-1.21938234
0.0776905677,-2.2699525,-1.22641937
0.0783545896,-1.54508497,-1.20325677
0.0790186115,-0.782172325,-1.15046495
0.0796826335,2.45016138e-13,-1.0693438
0.0803466554,0.782172325,-0.961891106
0.0810106774,1.54508497,-0.830752467
0.0816746993,2.2699525,-0.67915749
0.0823387213,2.93892626,-0.51083876
0.0830027432,3.53553391,-0.329940953
0.0836667652,4.04508497,-0.140918127
0.0843307871,4.45503262,0.0515749916
0.0849948091,4.75528258,0.242799221
0.085658831,4.9384417,0.428046793
0.0863228529,5.0,0.602754252
0.0869868749,4.9384417,0.762618795
0.0876508968,4.75528258,0.903705306
0.0883149188,4.45503262,1.02253974
0.0889789407,4.04508497,1.11619676
0.0896429627,3.53553391,1.18236973
0.0903069846,2.93892626,1.21942943
0.0909710066,2.2699525,1.2264626
0.0916350285,1.54508497,1.20329589
0.0922990505,0.782172325,1.15050068
0.0929630724,-3.15458109e-13,1.06937666
0.0936270943,-0.782172325,0.96192121
0.0942911163,-1.54508497,0.83078015
0.0949551382,-2.2699525,0.679182758
0.0956191602,-2.93892626,0.51086179
0.0962831821,-3.53553391,0.329962544
0.0969472041,-4.04508497,0.140938779
0.097611226,-4.45503262,-0.0515560004
0.098275248,-4.75528258,-0.242781467
