TIME,Addition_2.s_out.signal[1],SensorVoltage_1.v
0.0,0.0,0.0
0.00254706901,0.782172325,0.0314651314
0.00509413801,1.54508497,0.118443449
0.00764120702,2.2699525,0.250002751
0.010188276,2.93892626,0.415485948
0.012735345,3.53553391,0.604559005
0.015282414,4.04508497,0.807284462
0.0178294831,4.45503262,1.01421402
0.0203765521,4.75528258,1.21649144
0.0229236211,4.9384417,1.40596173
0.0254706901,5.0,1.57528361
0.0280177591,4.9384417,1.71802491
0.0305648281,4.75528258,1.82876599
0.0331118971,4.45503262,1.90317024
0.0356589661,4.04508497,1.93804918
0.0382060351,3.53553391,1.93139712
0.0407531041,2.93892626,1.88241135
0.0433001731,2.2699525,1.79148421
0.0458472421,1.54508497,1.66016612
0.0483943111,0.782172325,1.49110773
0.0509413801,-6.04903497e-15,1.28798431
0.0534884492,-0.782172325,1.05537975
0.0560355182,-1.54508497,0.798670631
0.0585825872,-2.2699525,0.523886664
0.0611296562,-2.93892626,0.237545545
0.0636767252,-3.53553391,-0.053511172
0.0662237942,-4.04508497,-0.342294109
0.0687708632,-4.45503262,-0.621842621
0.0713179322,-4.75528258,-0.88540006
0.0738650012,-4.9384417,-1.12657709
0.0764120702,-5.0,-1.33953005
0.0789591392,-4.9384417,-1.51908817
0.0815062082,-4.75528258,-1.66089948
0.0840532772,-4.45503262,-1.76152115
0.0866003463,-4.04508497,-1.81852525
0.0891474153,-3.53553391,-1.83054512
0.0916944843,-2.93892626,-1.79731395
0.0942415533,-2.2699525,-1.71967686
0.0967886223,-1.54508497,-1.59957158
0.0993356913,-0.782172325,-1.4399747
0.10188276,-1.01063906e-14,-1.24483213
0.104429829,0.782172325,-1.01896278
0.106976898,1.54508497,-0.767940315
0.109523967,2.2699525,-0.497954931
0.112071036,2.93892626,-0.215662639
0.114618105,3.53553391,0.0719769189
0.117165174,4.04508497,0.35787609
0.119712243,4.45503262,0.634989682
0.122259312,4.75528258,0.896491504
0.124806381,4.9384417,1.13593784
0.12735345,5.0,1.34743196
0.129900519,4.9384417,1.5257571
0.132447588,4.75528258,1.6665255
0.134994657,4.45503262,1.76626692
0.137541726,4.04508497,1.82252669
0.140088795,3.53553391,1.83391568
0.142635864,2.93892626,1.80015378
0.145182933,2.2699525,1.72207302
0.147730002,1.54508497,1.6015916
0.150277071,0.782172325,1.44167903
0.15282414,-1.59266589e-14,1.24627611
0.155371209,-0.782172325,1.02018619
0.157918278,-1.54508497,0.768972918
0.160465347,-2.2699525,0.498826261
0.163012416,-2.93892626,0.216399686
0.165559485,-3.53553391,-0.0713547042
0.168106554,-4.04508497,-0.357351155
0.170653623,-4.45503262,-0.634548079
0.173200693,-4.75528258,-0.896117946
0.175747762,-4.9384417,-1.13562114
0.178294831,-5.0,-1.34716072
0.1808419,-4.9384417,-1.52552812
0.183388969,-4.75528258,-1.66633145
0.185936038,-4.45503262,-1.76610362
0.188483107,-4.04508497,-1.82238938
0.191030176,-3.53553391,-1.83380248
0.193577245,-2.93892626,-1.80006044
0.196124314,-2.2699525,-1.72199231
0.198671383,-1.54508497,-1.60152566
0.201218452,-0.782172325,-1.44162369
0.203765521,7.74868451e-14,-1.24622349
0.20631259,0.782172325,-1.02013731
0.208859659,1.54508497,-0.768932333
0.211406728,2.2699525,-0.498790763
0.213953797,2.93892626,-0.216368211
0.216500866,3.53553391,0.0713814937
0.219047935,4.04508497,0.35737419
0.221595004,4.45503262,0.634567088
0.224142073,4.75528258,0.896133656
0.226689142,4.9384417,1.13563683
0.229236211,5.0,1.347176
0.23178328,4.9384417,1.52554137
0.234330349,4.75528258,1.66634226
0.236877418,4.45503262,1.76611277
0.239424487,4.04508497,1.82239703
0.241971556,3.53553391,1.83380609
0.244518625,2.93892626,1.80006135
0.247065694,2.2699525,1.72199307
0.249612763,1.54508497,1.60152363
0.252159832,0.782172325,1.44161961
0.254706901,-1.21283463e-13,1.2462181
0.25725397,-0.782172325,1.02013039
0.259801039,-1.54508497,0.768924935
0.262348108,-2.2699525,0.498786748
0.264895177,-2.93892626,0.216364997
0.267442246,-3.53553391,-0.0713847372
0.269989315,-4.04508497,-0.357376488
0.272536384,-4.45503262,-0.634567922
0.275083453,-4.75528258,-0.896134449
0.277630522,-4.9384417,-1.13563678
0.280177591,-5.0,-1.34717355
0.28272466,-4.9384417,-1.52553974
0.285271729,-4.75528258,-1.66634021
0.287818798,-4.45503262,-1.76611221
0.290365867,-4.04508497,-1.8223951
0.292912936,-3.53553391,-1.83380488
0.295460005,-2.93892626,-1.80006008
0.298007074,-2.2699525,-1.72199201
0.300554143,-1.54508497,-1.60152235
0.303101212,-0.782172325,-1.44161708
0.305648281,1.40897493e-14,-1.24621576
0.30819535,0.782172325,-1.0201286
0.310742419,1.54508497,-0.768922555
0.313289488,2.2699525,-0.498782458
0.315836557,2.93892626,-0.216361118
0.318383626,3.53553391,0.0713883155
0.320930695,4.04508497,0.357378916
0.323477764,4.45503262,0.634570409
0.326024833,4.75528258,0.896136441
0.328571902,4.9384417,1.1356372
0.331118971,5.0,1.34717508
0.33366604,4.9384417,1.52554079
0.336213109,4.75528258,1.6663427
0.338760178,4.45503262,1.76611615
0.341307247,4.04508497,1.82240031
0.343854316,3.53553391,1.83380934
0.346401385,2.93892626,1.80006371
0.348948454,2.2699525,1.72199522
0.351495523,1.54508497,1.60152557
0.354042592,0.782172325,1.44162095
0.356589661,9.31039642e-14,1.24621921
0.35913673,-0.782172325,1.02013303
0.361683799,-1.54508497,0.768928497
0.364230868,-2.2699525,0.498789139
0.366777937,-2.93892626,0.216367426
0.369325006,-3.53553391,-0.0713821659
0.371872075,-4.04508497,-0.357374405
0.374419144,-4.45503262,-0.634566662
0.376966213,-4.75528258,-0.896133371
0.379513282,-4.9384417,-1.13563381
0.382060351,-5.0,-1.34717208
0.38460742,-4.9384417,-1.52553769
0.387154489,-4.75528258,-1.66634051
0.389701558,-4.45503262,-1.7661125
0.392248627,-4.04508497,-1.82239724
0.394795696,-3.53553391,-1.83380998
0.397342765,-2.93892626,-1.80006423
0.399889834,-2.2699525,-1.72199562
0.402436903,-1.54508497,-1.60152542
0.404983972,-0.782172325,-1.44162407
0.407531041,-2.00297678e-13,-1.24622364
0.41007811,0.782172325,-1.02013633
0.412625179,1.54508497,-0.768928879
0.415172248,2.2699525,-0.498788288
0.417719317,2.93892626,-0.216365671
0.420266386,3.53553391,0.071383845
0.422813455,4.04508497,0.357375412
0.425360524,4.45503262,0.634567176
0.427907593,4.75528258,0.896133764
0.430454662,4.9384417,1.13563461
0.433001731,5.0,1.34717197
0.4355488,4.9384417,1.52553751
0.438095869,4.75528258,1.66633923
0.440642938,4.45503262,1.76611201
0.443190007,4.04508497,1.82239502
0.445737076,3.53553391,1.8338053
0.448284145,2.93892626,1.80006067
0.450831214,2.2699525,1.72199231
0.453378283,1.54508497,1.60152309
0.455925352,0.782172325,1.44161874
0.458472421,3.07491391e-13,1.24621737
0.46101949,-0.782172325,1.02012993
0.463566559,-1.54508497,0.768923588
0.466113628,-2.2699525,0.498783457
0.468660697,-2.93892626,0.216361262
0.471207766,-3.53553391,-0.0713882596
0.473754835,-4.04508497,-0.357379288
0.476301904,-4.45503262,-0.63457053
0.478848973,-4.75528258,-0.89613756
0.481396042,-4.9384417,-1.13563759
0.483943111,-5.0,-1.34717477
0.48649018,-4.9384417,-1.52554165
0.489037249,-4.75528258,-1.66634271
0.491584318,-4.45503262,-1.76611313
0.494131387,-4.04508497,-1.822396
0.496678456,-3.53553391,-1.83380594
0.499225525,-2.93892626,-1.80006133
0.501772594,-2.2699525,-1.7219931
0.504319663,-1.54508497,-1.60152371
0.506866732,-0.782172325,-1.44161942
0.509413801,-4.14685105e-13,-1.246218
0.51196087,0.782172325,-1.02013208
0.514507939,1.54508497,-0.768927726
0.517055009,2.2699525,-0.498789377
0.519602078,2.93892626,-0.21636766
0.522149147,3.53553391,0.0713816758
0.524696216,4.04508497,0.357373918
0.527243285,4.45503262,0.634567271
0.529790354,4.75528258,0.8961346
0.532337423,4.9384417,1.13563568
0.534884492,5.0,1.34717362
0.537431561,4.9384417,1.5255391
0.53997863,4.75528258,1.66634011
0.542525699,4.45503262,1.76611134
0.545072768,4.04508497,1.82239383
0.547619837,3.53553391,1.83380426
0.550166906,2.93892626,1.80006046
0.552713975,2.2699525,1.72199215
0.555261044,1.54508497,1.60152672
0.557808113,0.782172325,1.44162423
0.560355182,5.21878818e-13,1.24622406
0.562902251,-0.782172325,1.02013573
0.56544932,-1.54508497,0.768928293
0.567996389,-2.2699525,0.498787612
0.570543458,-2.93892626,0.216365649
0.573090527,-3.53553391,-0.0713843349
0.575637596,-4.04508497,-0.357376144
0.578184665,-4.45503262,-0.634569534
0.580731734,-4.75528258,-0.89613527
0.583278803,-4.9384417,-1.13563573
0.585825872,-5.0,-1.34717287
0.588372941,-4.9384417,-1.52553871
0.59092001,-4.75528258,-1.66634146
0.593467079,-4.45503262,-1.76611242
0.596014148,-4.04508497,-1.82239536
0.598561217,-3.53553391,-1.833805
0.601108286,-2.93892626,-1.80006033
0.603655355,-2.2699525,-1.72199518
0.606202424,-1.54508497,-1.60152929
0.608749493,-0.782172325,-1.44162599
0.611296562,-6.11308964e-13,-1.2462248
0.613843631,0.782172325,-1.02013699
0.6163907,1.54508497,-0.768931199
0.618937769,2.2699525,-0.498789805
0.621484838,2.93892626,-0.216366995
0.624031907,3.53553391,0.0713829288
0.626578976,4.04508497,0.357375056
0.629126045,4.45503262,0.634566987
0.631673114,4.75528258,0.896133514
0.634220183,4.9384417,1.13563433
0.636767252,5.0,1.34717232
0.639314321,4.9384417,1.52553871
0.64186139,4.75528258,1.66634079
0.644408459,4.45503262,1.76611398
0.646955528,4.04508497,1.82240013
0.649502597,3.53553391,1.83381171
0.652049666,2.93892626,1.800067
0.654596735,2.2699525,1.72199765
0.657143804,1.54508497,1.60152926
0.659690873,0.782172325,1.4416253
0.662237942,7.36266245e-13,1.24622306
0.664785011,-0.782172325,1.02013471
0.66733208,-1.54508497,0.768927597
0.669879149,-2.2699525,0.49878684
0.672426218,-2.93892626,0.21636416
0.674973287,-3.53553391,-0.0713769407
0.677520356,-4.04508497,-0.357370222
0.680067425,-4.45503262,-0.634562833
0.682614494,-4.75528258,-0.896130679
0.685161563,-4.9384417,-1.13563253
0.687708632,-5.0,-1.34717018
0.690255701,-4.9384417,-1.52553612
0.69280277,-4.75528258,-1.66633842
0.695349839,-4.45503262,-1.76610947
0.697896908,-4.04508497,-1.82239842
0.700443977,-3.53553391,-1.8338192
0.702991046,-2.93892626,-1.80007412
0.705538115,-2.2699525,-1.72200688
0.708085184,-1.54508497,-1.60153727
