TIME,Addition_2.s_out.signal[1],SensorVoltage_1.v
0.0,0.0,0.0
0.00292851041,0.782172325,0.0358807853
0.00585702082,1.54508497,0.134019422
0.00878553123,2.2699525,0.280802939
0.0117140416,2.93892626,0.463402039
0.014642552,3.53553391,0.669740951
0.0175710625,4.04508497,0.888508461
0.0204995729,4.45503262,1.10918678
0.0234280833,4.75528258,1.32212006
0.0263565937,4.9384417,1.51859722
0.0292851041,5.0,1.69092382
0.0322136145,4.9384417,1.83250914
0.0351421249,4.75528258,1.93793539
0.0380706353,4.45503262,2.00301617
0.0409991457,4.04508497,2.02484162
0.0439276561,3.53553391,2.00179796
0.0468561665,2.93892626,1.93356799
0.049784677,2.2699525,1.82110314
0.0527131874,1.54508497,1.66657484
0.0556416978,0.782172325,1.47329598
0.0585702082,-6.04903497e-15,1.24561924
0.0614987186,-0.782172325,0.988817953
0.064427229,-1.54508497,0.708940979
0.0673557394,-2.2699525,0.412655312
0.0702842498,-2.93892626,0.107067995
0.0732127602,-3.53553391,-0.200447482
0.0761412706,-4.04508497,-0.502444792
0.079069781,-4.45503262,-0.791590724
0.0819982915,-4.75528258,-1.06085132
0.0849268019,-4.9384417,-1.30366587
0.0878553123,-5.0,-1.51411214
0.0907838227,-4.9384417,-1.68705865
0.0937123331,-4.75528258,-1.81828127
0.0966408435,-4.45503262,-1.90458354
0.0995693539,-4.04508497,-1.9438661
0.102497864,-3.53553391,-1.93518417
0.105426375,-2.93892626,-1.8787689
0.108354885,-2.2699525,-1.77602413
0.111283396,-1.54508497,-1.62949317
0.114211906,-0.782172325,-1.44279087
0.117140416,2.54207462e-14,-1.22052558
0.120068927,0.782172325,-0.968177635
0.122997437,1.54508497,-0.691962039
0.125925948,2.2699525,-0.398685714
0.128854458,2.93892626,-0.0955751444
0.131782968,3.53553391,0.209902503
0.134711479,4.04508497,0.510222798
0.137639989,4.45503262,0.797988925
0.1405685,4.75528258,1.06611431
0.14349701,4.9384417,1.30799659
0.14642552,5.0,1.51767522
0.149354031,4.9384417,1.68998857
0.152282541,4.75528258,1.82069293
0.155211052,4.45503262,1.90656862
0.158139562,4.04508497,1.9454994
0.161068072,3.53553391,1.93652768
0.163996583,2.93892626,1.87987411
0.166925093,2.2699525,1.7769332
0.169853604,1.54508497,1.63023964
0.172782114,0.782172325,1.44340404
