TIME,Addition_2.s_out.signal[1],SensorVoltage_1.v
0.0,0.0,0.0
0.00126768225,0.782172325,0.0313284674
0.00253536449,1.54508497,0.117957327
0.00380304674,2.2699525,0.249033674
0.00507072899,2.93892626,0.413966201
0.00633841123,3.53553391,0.602475051
0.00760609348,4.04508497,0.804667361
0.00887377573,4.45503262,1.01112884
0.010141458,4.75528258,1.21303174
0.0114091402,4.9384417,1.40224198
0.0126768225,5.0,1.57142658
0.0139445047,4.9384417,1.71416626
0.015212187,4.75528258,1.82504123
0.0164798692,4.45503262,1.89971303
0.0177475515,4.04508497,1.9349847
0.0190152337,3.53553391,1.92883987
0.020282916,2.93892626,1.88046149
0.0215505982,2.2699525,1.79022284
0.0228182804,1.54508497,1.65965476
0.0240859627,0.782172325,1.49138892
0.0253536449,-8.269481020000001e-15,1.28907673
0.0266213272,-0.782172325,1.05728387
0.0278890094,-1.54508497,0.80136363
0.0291566917,-2.2699525,0.527321865
0.0304243739,-2.93892626,0.241657153
0.0316920562,-3.53553391,-0.0488092804
0.0329597384,-4.04508497,-0.337102829
0.0342274207,-4.45503262,-0.61627625
0.0354951029,-4.75528258,-0.87958272
0.0367627852,-4.9384417,-1.1206472
0.0380304674,-5.0,-1.33362281
0.0392981497,-4.9384417,-1.51334469
0.0405658319,-4.75528258,-1.65545123
0.0418335142,-4.45503262,-1.75649615
0.0431011964,-4.04508497,-1.81403927
0.0443688786,-3.53553391,-1.82670297
0.0456365609,-2.93892626,-1.79420813
0.0469042431,-2.2699525,-1.71738277
0.0481719254,-1.54508497,-1.59814173
0.0494396076,-0.782172325,-1.43944293
0.0507072899,2.09798541e-14,-1.24520998
0.0519749721,0.782172325,-1.02023514
0.0532426544,1.54508497,-0.770076035
0.0545103366,2.2699525,-0.500900213
0.0557780189,2.93892626,-0.219342961
0.0570457011,3.53553391,0.0676536868
0.0583133834,4.04508497,0.35301674
0.0595810656,4.45503262,0.629715904
0.0608487479,4.75528258,0.890932728
0.0621164301,4.9384417,1.13023261
0.0633841123,5.0,1.34172063
0.0646517946,4.9384417,1.52018351
0.0659194768,4.75528258,1.66122759
0.0671871591,4.45503262,1.76137484
0.0684548413,4.04508497,1.81816108
0.0697225236,3.53553391,1.83018305
0.0709902058,2.93892626,1.79714708
0.0722578881,2.2699525,1.71986458
0.0735255703,1.54508497,1.60024123
0.0747932526,0.782172325,1.44121764
0.0760609348,1.07186937e-14,1.24670838
0.0773286171,-0.782172325,1.02150218
0.0785962993,-1.54508497,0.771145775
0.0798639816,-2.2699525,0.501803225
0.0811316638,-2.93892626,0.220107386
0.0823993461,-3.53553391,-0.0670078964
0.0836670283,-4.04508497,-0.352470597
0.0849347105,-4.45503262,-0.629254186
0.0862023928,-4.75528258,-0.890542053
0.087470075,-4.9384417,-1.12990126
0.0887377573,-5.0,-1.34143839
0.0900054395,-4.9384417,-1.51994364
0.0912731218,-4.75528258,-1.6610238
0.092540804,-4.45503262,-1.76120224
0.0938084863,-4.04508497,-1.81801384
0.0950761685,-3.53553391,-1.8300602
0.0963438508,-2.93892626,-1.79704336
0.097611533,-2.2699525,-1.71977732
0.0988792153,-1.54508497,-1.60016417
0.100146898,-0.782172325,-1.44114965
0.10141458,-9.12670547e-14,-1.24664939
0.102682262,0.782172325,-1.02145249
0.103949944,1.54508497,-0.771103843
0.105217626,2.2699525,-0.501768215
0.106485309,2.93892626,-0.220076713
0.107752991,3.53553391,0.067033505
0.109020673,4.04508497,0.352493657
0.110288355,4.45503262,0.629273507
0.111556038,4.75528258,0.890559222
0.11282372,4.9384417,1.12991588
0.114091402,5.0,1.3414502
0.115359084,4.9384417,1.51995413
0.116626767,4.75528258,1.66103119
0.117894449,4.45503262,1.76120917
0.119162131,4.04508497,1.81802021
0.120429813,3.53553391,1.83006503
0.121697496,2.93892626,1.7970472
0.122965178,2.2699525,1.71978031
0.12423286,1.54508497,1.60016689
0.125500542,0.782172325,1.44115174
0.126768225,1.45170063e-13,1.24665384
0.128035907,-0.782172325,1.02145797
0.129303589,-1.54508497,0.771111695
0.130571271,-2.2699525,0.501776555
0.131838954,-2.93892626,0.220085081
0.133106636,-3.53553391,-0.0670260327
0.134374318,-4.04508497,-0.352486669
0.135642,-4.45503262,-0.629267587
0.136909683,-4.75528258,-0.890553588
0.138177365,-4.9384417,-1.12991143
0.139445047,-5.0,-1.34144703
0.140712729,-4.9384417,-1.51995477
0.141980412,-4.75528258,-1.66104117
0.143248094,-4.45503262,-1.76121752
0.144515776,-4.04508497,-1.81802801
0.145783458,-3.53553391,-1.83007251
0.147051141,-2.93892626,-1.79705281
0.148318823,-2.2699525,-1.71978556
0.149586505,-1.54508497,-1.60017113
0.150854187,-0.782172325,-1.44115545
0.15212187,-3.92009558e-14,-1.24665423
0.153389552,0.782172325,-1.02145653
0.154657234,1.54508497,-0.77110729
0.155924916,2.2699525,-0.501771076
0.157192599,2.93892626,-0.220079691
0.158460281,3.53553391,0.067031388
0.159727963,4.04508497,0.352491162
0.160995645,4.45503262,0.629271603
0.162263328,4.75528258,0.890558164
0.16353101,4.9384417,1.12991442
0.164798692,5.0,1.3414492
0.166066374,4.9384417,1.51995277
0.167334057,4.75528258,1.66103045
0.168601739,4.45503262,1.76120765
0.169869421,4.04508497,1.81801882
0.171137103,3.53553391,1.83006406
0.172404786,2.93892626,1.79704679
0.173672468,2.2699525,1.71977959
0.17494015,1.54508497,1.60016628
0.176207832,0.782172325,1.44115125
0.177475515,-4.90045829e-14,1.24665065
0.178743197,-0.782172325,1.02145504
0.180010879,-1.54508497,0.771108053
0.181278561,-2.2699525,0.501772707
0.182546244,-2.93892626,0.22008151
0.183813926,-3.53553391,-0.0670296967
0.185081608,-4.04508497,-0.352491264
0.18634929,-4.45503262,-0.629271436
0.187616973,-4.75528258,-0.890557789
0.188884655,-4.9384417,-1.1299144
0.190152337,-5.0,-1.34144966
0.191420019,-4.9384417,-1.51995552
0.192687702,-4.75528258,-1.66103244
0.193955384,-4.45503262,-1.76121015
0.195223066,-4.04508497,-1.81802118
0.196490748,-3.53553391,-1.83006552
0.197758431,-2.93892626,-1.79704748
0.199026113,-2.2699525,-1.71978179
0.200293795,-1.54508497,-1.60017012
0.201561477,-0.782172325,-1.44115471
0.20282916,1.5497369e-13,-1.24665541
0.204096842,0.782172325,-1.02145998
0.205364524,1.54508497,-0.771110884
0.206632206,2.2699525,-0.501772785
0.207899889,2.93892626,-0.220081079
0.209167571,3.53553391,0.0670293612
0.210435253,4.04508497,0.35248972
0.211702935,4.45503262,0.62927095
0.212970617,4.75528258,0.890558717
0.2142383,4.9384417,1.12991643
0.215505982,5.0,1.34145277
0.216773664,4.9384417,1.51996117
0.218041346,4.75528258,1.66103912
0.219309029,4.45503262,1.76121876
0.220576711,4.04508497,1.81802828
0.221844393,3.53553391,1.83007407
0.223112075,2.93892626,1.79705774
0.224379758,2.2699525,1.71979081
0.22564744,1.54508497,1.6001754
0.226915122,0.782172325,1.44115903
0.228182804,-2.43179229e-13,1.24665696
0.229450487,-0.782172325,1.02146142
0.230718169,-1.54508497,0.771113693
0.231985851,-2.2699525,0.501778554
0.233253533,-2.93892626,0.2200864
0.234521216,-3.53553391,-0.0670247667
0.235788898,-4.04508497,-0.352485825
0.23705658,-4.45503262,-0.629267361
0.238324262,-4.75528258,-0.890554567
0.239591945,-4.9384417,-1.12991279
0.240859627,-5.0,-1.34144797
0.242127309,-4.9384417,-1.51995193
0.243394991,-4.75528258,-1.66102993
0.244662674,-4.45503262,-1.76120684
0.245930356,-4.04508497,-1.81801754
0.247198038,-3.53553391,-1.83006236
0.24846572,-2.93892626,-1.79704611
0.249733403,-2.2699525,-1.71977948
0.251001085,-1.54508497,-1.60016616
0.252268767,-0.782172325,-1.44115114
0.253536449,2.95857631e-13,-1.24665167
0.254804132,0.782172325,-1.02145728
0.256071814,1.54508497,-0.771110635
0.257339496,2.2699525,-0.501774862
0.258607178,2.93892626,-0.220083758
0.259874861,3.53553391,0.0670262151
0.261142543,4.04508497,0.352487016
0.262410225,4.45503262,0.629268945
0.263677907,4.75528258,0.890555402
0.26494559,4.9384417,1.12991437
0.266213272,5.0,1.34145071
0.267480954,4.9384417,1.51995534
0.268748636,4.75528258,1.66103373
