timestamp,iteration,p_value,keep_config_ids,mean_ranks
1772293476,0,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1772314950,1,0.0011820452596951973,"[9, 0, 12, 15, 11, 10, 27, 22]","[2.5, 10.5, 25.5, 10.0, 30.0, 22.0, 14.5, 20.5, 16.0, 1.5, 6.0, 5.5, 2.5, 18.0, 24.0, 3.5, 23.0, 14.5, 28.5, 27.0, 18.5, 10.0, 8.0, 20.5, 11.5, 25.5, 13.0, 6.5, 17.5, 28.5]"
